Date,Day,Month,Quarter,Year,Open,High,Low,Close,Adj Close,Volume
22-03-2023,Wednesday,March,Q1,2023,306.309998,306.450012,293.540009,293.899994,293.899994,5808000
21-03-2023,Tuesday,March,Q1,2023,306.320007,307.920013,300.429993,305.790009,305.790009,4886300
20-03-2023,Monday,March,Q1,2023,299.790009,307.5,296,305.130005,305.130005,5113400
17-03-2023,Friday,March,Q1,2023,310.059998,310.76001,300,303.5,303.5,6918800
16-03-2023,Thursday,March,Q1,2023,304.75,316.600006,301.709991,310.059998,310.059998,7903700
15-03-2023,Wednesday,March,Q1,2023,292.51001,306.309998,292.279999,303.790009,303.790009,9215300
14-03-2023,Tuesday,March,Q1,2023,295.970001,297.450012,290.309998,294.940002,294.940002,5956700
13-03-2023,Monday,March,Q1,2023,287.339996,299.23999,285.329987,293.51001,293.51001,6292400
10-03-2023,Friday,March,Q1,2023,297.899994,298.790009,289,292.76001,292.76001,5759300
09-03-2023,Thursday,March,Q1,2023,312.079987,312.51001,294.880005,297.779999,297.779999,7443400
08-03-2023,Wednesday,March,Q1,2023,309.290009,311.829987,305.75,311.790009,311.790009,3479500
07-03-2023,Tuesday,March,Q1,2023,312.679993,314.299988,306.619995,308.470001,308.470001,4553100
06-03-2023,Monday,March,Q1,2023,317,323.299988,311.839996,312.029999,312.029999,5660700
03-03-2023,Friday,March,Q1,2023,315.450012,317.48999,310.820007,315.179993,315.179993,5953300
02-03-2023,Thursday,March,Q1,2023,310.959991,315.570007,310.380005,311.880005,311.880005,4911000
01-03-2023,Wednesday,March,Q1,2023,321.549988,326.600006,312.359985,313.480011,313.480011,4911300
28-02-2023,Tuesday,February,Q1,2023,323.700012,327.619995,321.170013,322.130005,322.130005,3676100
27-02-2023,Monday,February,Q1,2023,323.869995,330,322.119995,323.029999,323.029999,6142600
24-02-2023,Friday,February,Q1,2023,319.299988,321.5,314.519989,317.149994,317.149994,6830700
23-02-2023,Thursday,February,Q1,2023,331.230011,331.279999,314.299988,323.649994,323.649994,13238700
22-02-2023,Wednesday,February,Q1,2023,337.5,341.910004,332.820007,334.880005,334.880005,4546200
21-02-2023,Tuesday,February,Q1,2023,342.850006,344.130005,336.420013,337.5,337.5,5710300
17-02-2023,Friday,February,Q1,2023,347.910004,349,342.440002,347.959991,347.959991,5294700
16-02-2023,Thursday,February,Q1,2023,355,361.5,350.309998,350.709991,350.709991,5215700
15-02-2023,Wednesday,February,Q1,2023,356.630005,362.880005,354.23999,361.420013,361.420013,3966000
14-02-2023,Tuesday,February,Q1,2023,357.549988,363.75,353.399994,359.959991,359.959991,4624800
13-02-2023,Monday,February,Q1,2023,349.5,359.700012,344.25,358.570007,358.570007,7134400
10-02-2023,Friday,February,Q1,2023,359.160004,362.140015,347.140015,347.359985,347.359985,7291100
09-02-2023,Thursday,February,Q1,2023,372.410004,373.829987,361.73999,362.5,362.5,6901100
08-02-2023,Wednesday,February,Q1,2023,360.019989,368.190002,358.309998,366.829987,366.829987,6253200
07-02-2023,Tuesday,February,Q1,2023,358.51001,364.179993,354.179993,362.950012,362.950012,6289400
06-02-2023,Monday,February,Q1,2023,363.640015,368.450012,360.679993,361.480011,361.480011,4994900
03-02-2023,Friday,February,Q1,2023,359.079987,379.429993,359,365.899994,365.899994,9402000
02-02-2023,Thursday,February,Q1,2023,365.160004,368.320007,358.429993,366.890015,366.890015,7857000
01-02-2023,Wednesday,February,Q1,2023,353.859985,365.390015,349.910004,361.98999,361.98999,8005200
31-01-2023,Tuesday,January,Q1,2023,349.980011,355.950012,348.709991,353.859985,353.859985,5660700
30-01-2023,Monday,January,Q1,2023,358.440002,360.950012,352.859985,353.109985,353.109985,5127600
27-01-2023,Friday,January,Q1,2023,363.200012,365.920013,360.589996,360.769989,360.769989,6703500
26-01-2023,Thursday,January,Q1,2023,368.769989,369.019989,361.700012,364.869995,364.869995,8256800
25-01-2023,Wednesday,January,Q1,2023,360.570007,368.899994,358.5,367.959991,367.959991,7766900
24-01-2023,Tuesday,January,Q1,2023,357.529999,365.649994,355.140015,363.829987,363.829987,11796500
23-01-2023,Monday,January,Q1,2023,341.720001,362.25,340.630005,357.420013,357.420013,15646900
20-01-2023,Friday,January,Q1,2023,336.790009,344,332.630005,342.5,342.5,28430300
19-01-2023,Thursday,January,Q1,2023,322.570007,324.890015,313.390015,315.779999,315.779999,18008200
18-01-2023,Wednesday,January,Q1,2023,326.75,330.079987,321.25,326.329987,326.329987,7814100
17-01-2023,Tuesday,January,Q1,2023,331.079987,332.5,323.600006,326.220001,326.220001,9247000
13-01-2023,Friday,January,Q1,2023,329.970001,336.649994,328.890015,332.820007,332.820007,8286800
12-01-2023,Thursday,January,Q1,2023,332.5,332.950012,323.140015,330.130005,330.130005,10856200
11-01-2023,Wednesday,January,Q1,2023,326.5,328.880005,321.350006,327.26001,327.26001,9579700
10-01-2023,Tuesday,January,Q1,2023,311.070007,329.350006,311.070007,327.540009,327.540009,13072300
09-01-2023,Monday,January,Q1,2023,316.829987,321.700012,313.220001,315.170013,315.170013,6766600
06-01-2023,Friday,January,Q1,2023,311.570007,316.769989,303.690002,315.549988,315.549988,8959800
05-01-2023,Thursday,January,Q1,2023,307,314.179993,304.549988,309.700012,309.700012,8328400
04-01-2023,Wednesday,January,Q1,2023,298.23999,311.140015,295.51001,309.410004,309.410004,9345100
03-01-2023,Tuesday,January,Q1,2023,298.059998,298.390015,288.700012,294.950012,294.950012,6764000
30-12-2022,Friday,December,Q4,2022,285.529999,295.01001,283.220001,294.880005,294.880005,7566900
29-12-2022,Thursday,December,Q4,2022,283.179993,295.5,281.01001,291.119995,291.119995,9588500
28-12-2022,Wednesday,December,Q4,2022,281.920013,285.190002,273.410004,276.880005,276.880005,5964400
27-12-2022,Tuesday,December,Q4,2022,293.190002,293.570007,282.130005,284.170013,284.170013,5778100
23-12-2022,Friday,December,Q4,2022,296.179993,298.459991,291.910004,294.959991,294.959991,4251100
22-12-2022,Thursday,December,Q4,2022,298.089996,298.880005,290.809998,297.75,297.75,7856200
21-12-2022,Wednesday,December,Q4,2022,289.98999,300.660004,286.5,297.959991,297.959991,6376200
20-12-2022,Tuesday,December,Q4,2022,281.23999,289.279999,280.809998,288.190002,288.190002,6918100
19-12-2022,Monday,December,Q4,2022,289.730011,292.25,286.130005,288.299988,288.299988,6163700
16-12-2022,Friday,December,Q4,2022,288.76001,294.720001,288.700012,290.709991,290.709991,14080000
15-12-2022,Thursday,December,Q4,2022,302.119995,303.390015,286.549988,290.410004,290.410004,17724600
14-12-2022,Wednesday,December,Q4,2022,318.970001,324.709991,314.420013,317.829987,317.829987,7543300
13-12-2022,Tuesday,December,Q4,2022,328,332.720001,317.200012,320.339996,320.339996,10756400
12-12-2022,Monday,December,Q4,2022,320,323.179993,308.850006,315.179993,315.179993,10148600
09-12-2022,Friday,December,Q4,2022,321.450012,329,319.519989,320.01001,320.01001,14364000
08-12-2022,Thursday,December,Q4,2022,309.109985,312.380005,304.809998,310.26001,310.26001,7205300
07-12-2022,Wednesday,December,Q4,2022,306.5,309.609985,302.100006,308.420013,308.420013,7821600
06-12-2022,Tuesday,December,Q4,2022,311,313.220001,303.130005,305.559998,305.559998,7195400
05-12-2022,Monday,December,Q4,2022,316.459991,322.769989,310.920013,312.589996,312.589996,8423000
02-12-2022,Friday,December,Q4,2022,310.48999,321.98999,310,320.410004,320.410004,12690600
01-12-2022,Thursday,December,Q4,2022,303.98999,319.799988,303.029999,316.950012,316.950012,14664900
30-11-2022,Wednesday,November,Q4,2022,281.369995,308.26001,280.410004,305.529999,305.529999,16070100
29-11-2022,Tuesday,November,Q4,2022,282.5,282.959991,275.940002,280.959991,280.959991,5786900
28-11-2022,Monday,November,Q4,2022,284,289.549988,280.529999,281.170013,281.170013,4703400
25-11-2022,Friday,November,Q4,2022,289,289.209991,284.170013,285.540009,285.540009,3236000
23-11-2022,Wednesday,November,Q4,2022,285.910004,292.470001,283.76001,291.5,291.5,5919000
22-11-2022,Tuesday,November,Q4,2022,284.98999,286.980011,277.339996,286.690002,286.690002,6245100
21-11-2022,Monday,November,Q4,2022,291,291.869995,282.660004,285.049988,285.049988,7256500
18-11-2022,Friday,November,Q4,2022,297.329987,298,287,287.980011,287.980011,8400100
17-11-2022,Thursday,November,Q4,2022,294.720001,299.820007,291,295.279999,295.279999,9838200
16-11-2022,Wednesday,November,Q4,2022,309.940002,310.48999,303.609985,306.019989,306.019989,8038600
15-11-2022,Tuesday,November,Q4,2022,309.200012,312.709991,302.549988,310.200012,310.200012,14626900
14-11-2022,Monday,November,Q4,2022,290,311,288.190002,299.269989,299.269989,17978200
11-11-2022,Friday,November,Q4,2022,274.470001,290.660004,271.559998,290.130005,290.130005,9573800
10-11-2022,Thursday,November,Q4,2022,265.98999,275.359985,260.089996,274.970001,274.970001,9667300
09-11-2022,Wednesday,November,Q4,2022,259.660004,260.899994,254.220001,254.660004,254.660004,7266000
08-11-2022,Tuesday,November,Q4,2022,259.920013,266.079987,256.880005,263.459991,263.459991,7683800
07-11-2022,Monday,November,Q4,2022,261.059998,261.149994,252.089996,258.600006,258.600006,7927000
04-11-2022,Friday,November,Q4,2022,272.019989,274.970001,255.320007,260.790009,260.790009,11124700
03-11-2022,Thursday,November,Q4,2022,271.25,276.290009,268.799988,269.059998,269.059998,7057400
02-11-2022,Wednesday,November,Q4,2022,286.399994,287.329987,272.839996,273,273,10367600
01-11-2022,Tuesday,November,Q4,2022,296.170013,299.700012,286.420013,286.75,286.75,6916400
31-10-2022,Monday,October,Q4,2022,295.130005,297.619995,289.5,291.880005,291.880005,7505100
28-10-2022,Friday,October,Q4,2022,297.700012,301.190002,292.290009,295.720001,295.720001,9960500
27-10-2022,Thursday,October,Q4,2022,298.329987,305.209991,294.779999,296.940002,296.940002,14612600
26-10-2022,Wednesday,October,Q4,2022,290.040009,305.630005,288.040009,298.619995,298.619995,15714100
25-10-2022,Tuesday,October,Q4,2022,286.950012,297.589996,285.549988,291.019989,291.019989,15100700
24-10-2022,Monday,October,Q4,2022,290.230011,290.48999,280.359985,282.450012,282.450012,13326400
21-10-2022,Friday,October,Q4,2022,268.950012,290.75,265.679993,289.570007,289.570007,24889100
20-10-2022,Thursday,October,Q4,2022,272.779999,278.380005,266.380005,268.160004,268.160004,17207100
19-10-2022,Wednesday,October,Q4,2022,265,279.299988,262.660004,272.380005,272.380005,46685300
18-10-2022,Tuesday,October,Q4,2022,249.800003,250.369995,237.729996,240.860001,240.860001,25776700
17-10-2022,Monday,October,Q4,2022,234.410004,249.919998,234.399994,245.100006,245.100006,21057800
14-10-2022,Friday,October,Q4,2022,237.800003,238.800003,229.509995,230,230,15293400
13-10-2022,Thursday,October,Q4,2022,212.690002,234.470001,211.729996,232.509995,232.509995,17505000
12-10-2022,Wednesday,October,Q4,2022,214.300003,223.669998,212.639999,220.869995,220.869995,12952600
11-10-2022,Tuesday,October,Q4,2022,226.050003,230.440002,213.699997,214.289993,214.289993,15282400
10-10-2022,Monday,October,Q4,2022,225.639999,233.830002,224.229996,229.979996,229.979996,9991100
07-10-2022,Friday,October,Q4,2022,235.770004,237.330002,224.279999,224.75,224.75,9806100
06-10-2022,Thursday,October,Q4,2022,236.679993,244.279999,233.910004,240.020004,240.020004,9188900
05-10-2022,Wednesday,October,Q4,2022,238.759995,241.589996,227.380005,236.729996,236.729996,10825600
04-10-2022,Tuesday,October,Q4,2022,244.839996,245.800003,233.25,240.740005,240.740005,13925900
03-10-2022,Monday,October,Q4,2022,237.850006,241.539993,232.850006,239.039993,239.039993,8657400
30-09-2022,Friday,September,Q3,2022,237,242.440002,233.259995,235.440002,235.440002,11848600
29-09-2022,Thursday,September,Q3,2022,241.610001,246.979996,235.679993,239.710007,239.710007,18994900
28-09-2022,Wednesday,September,Q3,2022,229.690002,246.649994,227.380005,245.199997,245.199997,17579700
27-09-2022,Tuesday,September,Q3,2022,228.630005,230.639999,220.720001,224.360001,224.360001,7762200
26-09-2022,Monday,September,Q3,2022,225.600006,232.699997,223.009995,224.070007,224.070007,8234300
23-09-2022,Friday,September,Q3,2022,235.139999,236.449997,221.429993,226.410004,226.410004,11207200
22-09-2022,Thursday,September,Q3,2022,235.350006,240.5,231.660004,237.050003,237.050003,10018000
21-09-2022,Wednesday,September,Q3,2022,242.669998,248.300003,236.679993,236.869995,236.869995,9166800
20-09-2022,Tuesday,September,Q3,2022,240.369995,250.490005,239.660004,242.850006,242.850006,16037400
19-09-2022,Monday,September,Q3,2022,245.050003,245.25,235.75,243.630005,243.630005,17912400
16-09-2022,Friday,September,Q3,2022,231.220001,241.360001,227.830002,240.130005,240.130005,18914200
15-09-2022,Thursday,September,Q3,2022,230.470001,242.289993,229.100006,235.380005,235.380005,19454100
14-09-2022,Wednesday,September,Q3,2022,219.820007,228,215.800003,224.119995,224.119995,8230300
13-09-2022,Tuesday,September,Q3,2022,226.5,227.690002,217.720001,218.130005,218.130005,8000100
12-09-2022,Monday,September,Q3,2022,233.610001,239.490005,233.369995,236.529999,236.529999,6047400
09-09-2022,Friday,September,Q3,2022,229.619995,234.779999,229.619995,233.570007,233.570007,6699600
08-09-2022,Thursday,September,Q3,2022,224.160004,228.740005,221.300003,227.440002,227.440002,6737400
07-09-2022,Wednesday,September,Q3,2022,220.210007,229.330002,218.270004,228.960007,228.960007,8149300
06-09-2022,Tuesday,September,Q3,2022,225.589996,226.850006,214.690002,218.389999,218.389999,7469000
02-09-2022,Friday,September,Q3,2022,231.029999,233.880005,225.039993,226.110001,226.110001,8164900
01-09-2022,Thursday,September,Q3,2022,220.720001,230.369995,219.470001,230.039993,230.039993,7292900
31-08-2022,Wednesday,August,Q3,2022,227,233.880005,223.429993,223.559998,223.559998,8615900
30-08-2022,Tuesday,August,Q3,2022,226.660004,229.789993,218.740005,220.649994,220.649994,5740400
29-08-2022,Monday,August,Q3,2022,221.929993,229.869995,221.520004,224.570007,224.570007,7109400
26-08-2022,Friday,August,Q3,2022,233.630005,236.949997,223.149994,223.279999,223.279999,5349800
25-08-2022,Thursday,August,Q3,2022,230.240005,234.160004,229,233.979996,233.979996,3766900
24-08-2022,Wednesday,August,Q3,2022,225.660004,234.100006,223.940002,229.610001,229.610001,5426300
23-08-2022,Tuesday,August,Q3,2022,226.460007,229.899994,224.300003,224.550003,224.550003,5276900
22-08-2022,Monday,August,Q3,2022,232.550003,233.479996,224.589996,226.539993,226.539993,8630100
19-08-2022,Friday,August,Q3,2022,240.949997,243.289993,235.679993,241.160004,241.160004,7504700
18-08-2022,Thursday,August,Q3,2022,241.960007,246.479996,239.279999,245.169998,245.169998,5280400
17-08-2022,Wednesday,August,Q3,2022,241.179993,244.240005,237.559998,241.149994,241.149994,5627200
16-08-2022,Tuesday,August,Q3,2022,247.160004,249.289993,244.029999,245.690002,245.690002,5136800
15-08-2022,Monday,August,Q3,2022,248.110001,251.990005,247.509995,249.110001,249.110001,6527400
12-08-2022,Friday,August,Q3,2022,244.809998,249.410004,243.759995,249.300003,249.300003,6098500
11-08-2022,Thursday,August,Q3,2022,244.679993,251.619995,241.509995,242.699997,242.699997,8780100
10-08-2022,Wednesday,August,Q3,2022,236.990005,244.539993,236.600006,244.110001,244.110001,9254800
09-08-2022,Tuesday,August,Q3,2022,231.619995,232.199997,224.649994,229.940002,229.940002,6181200
08-08-2022,Monday,August,Q3,2022,227.490005,241.960007,226.410004,233.490005,233.490005,10982100
05-08-2022,Friday,August,Q3,2022,225.300003,228.619995,222.869995,226.779999,226.779999,5539700
04-08-2022,Thursday,August,Q3,2022,227.679993,232.070007,225.050003,229.910004,229.910004,7142700
03-08-2022,Wednesday,August,Q3,2022,224.789993,228.100006,222.419998,226.729996,226.729996,6400700
02-08-2022,Tuesday,August,Q3,2022,222.759995,228.199997,220.880005,221.419998,221.419998,6361300
01-08-2022,Monday,August,Q3,2022,223.100006,228.389999,221,226.210007,226.210007,5525000
29-07-2022,Friday,July,Q3,2022,223.289993,230.75,222.399994,224.899994,224.899994,9064900
28-07-2022,Thursday,July,Q3,2022,224.600006,228.100006,219.669998,226.020004,226.020004,8972700
27-07-2022,Wednesday,July,Q3,2022,216.479996,227.779999,214.580002,226.75,226.75,10508400
26-07-2022,Tuesday,July,Q3,2022,216.660004,219.389999,211.639999,213.910004,213.910004,9508500
25-07-2022,Monday,July,Q3,2022,221.309998,225.229996,216.350006,218.509995,218.509995,10935200
22-07-2022,Friday,July,Q3,2022,222.380005,229.350006,218.440002,220.440002,220.440002,17805500
21-07-2022,Thursday,July,Q3,2022,214.300003,224.320007,211.5,223.880005,223.880005,23430100
20-07-2022,Wednesday,July,Q3,2022,208.169998,216.970001,200.100006,216.440002,216.440002,53920300
19-07-2022,Tuesday,July,Q3,2022,193.020004,201.970001,188.399994,201.630005,201.630005,28178700
18-07-2022,Monday,July,Q3,2022,192.5,199.669998,189.800003,190.919998,190.919998,16322800
15-07-2022,Friday,July,Q3,2022,175.580002,189.220001,174.559998,189.110001,189.110001,16319100
14-07-2022,Thursday,July,Q3,2022,175.559998,177.520004,171.820007,174.779999,174.779999,9039500
13-07-2022,Wednesday,July,Q3,2022,170.5,179.179993,169.699997,176.559998,176.559998,12734400
12-07-2022,Tuesday,July,Q3,2022,177.330002,179.779999,173.419998,174.449997,174.449997,6845300
11-07-2022,Monday,July,Q3,2022,184.729996,184.990005,176.889999,177.339996,177.339996,6038800
08-07-2022,Friday,July,Q3,2022,186.020004,189.910004,182.75,186.979996,186.979996,5835700
07-07-2022,Thursday,July,Q3,2022,184.270004,190.210007,183.5,189.270004,189.270004,6334500
06-07-2022,Wednesday,July,Q3,2022,185.199997,186.220001,180.820007,184.059998,184.059998,5753400
05-07-2022,Tuesday,July,Q3,2022,176.279999,185.919998,172.679993,185.880005,185.880005,7334300
01-07-2022,Friday,July,Q3,2022,176.490005,180.100006,174.270004,179.949997,179.949997,5201600
30-06-2022,Thursday,June,Q2,2022,177.070007,179.449997,170.300003,174.869995,174.869995,7894700
29-06-2022,Wednesday,June,Q2,2022,179.550003,180.669998,175.100006,178.360001,178.360001,5766800
28-06-2022,Tuesday,June,Q2,2022,189.199997,192.199997,179.369995,179.600006,179.600006,7185400
27-06-2022,Monday,June,Q2,2022,191.770004,191.779999,182.389999,189.139999,189.139999,8363900
24-06-2022,Friday,June,Q2,2022,183.5,191.190002,181.839996,190.850006,190.850006,12424000
23-06-2022,Thursday,June,Q2,2022,180.5,182.759995,175.869995,181.710007,181.710007,9538200
22-06-2022,Wednesday,June,Q2,2022,170.75,182.820007,170.199997,178.889999,178.889999,11992400
21-06-2022,Tuesday,June,Q2,2022,177.600006,178.619995,169.800003,170.910004,170.910004,12177600
17-06-2022,Friday,June,Q2,2022,173.630005,179.649994,173.339996,175.509995,175.509995,12133400
16-06-2022,Thursday,June,Q2,2022,174,176.270004,171.559998,173.350006,173.350006,8201300
15-06-2022,Wednesday,June,Q2,2022,169.259995,183.850006,168.529999,180.110001,180.110001,12396000
14-06-2022,Tuesday,June,Q2,2022,169.75,172.059998,164.279999,167.539993,167.539993,11555300
13-06-2022,Monday,June,Q2,2022,177.070007,179.089996,168.960007,169.690002,169.690002,10222400
10-06-2022,Friday,June,Q2,2022,182.639999,185.860001,180.850006,182.940002,182.940002,13065600
09-06-2022,Thursday,June,Q2,2022,200.649994,201.690002,192.539993,192.770004,192.770004,6949000
08-06-2022,Wednesday,June,Q2,2022,197.949997,207.380005,197.639999,202.830002,202.830002,7244100
07-06-2022,Tuesday,June,Q2,2022,194.869995,199.600006,193,198.610001,198.610001,4839500
06-06-2022,Monday,June,Q2,2022,202.089996,203.869995,195.380005,197.139999,197.139999,5372000
03-06-2022,Friday,June,Q2,2022,200.139999,202.949997,198.050003,198.979996,198.979996,7191800
02-06-2022,Thursday,June,Q2,2022,192.020004,205.470001,191.720001,205.089996,205.089996,9623100
01-06-2022,Wednesday,June,Q2,2022,198.699997,202.740005,191.660004,192.910004,192.910004,8416200
31-05-2022,Tuesday,May,Q2,2022,196.179993,199.949997,190.800003,197.440002,197.440002,11398500
27-05-2022,Friday,May,Q2,2022,193.190002,195.25,190.369995,195.190002,195.190002,8586000
26-05-2022,Thursday,May,Q2,2022,186.490005,192.339996,183.089996,191.399994,191.399994,8049900
25-05-2022,Wednesday,May,Q2,2022,180.279999,188.869995,180.169998,187.830002,187.830002,8522100
24-05-2022,Tuesday,May,Q2,2022,182,184,177.169998,180.339996,180.339996,7706400
23-05-2022,Monday,May,Q2,2022,186.149994,187.660004,177.889999,187.440002,187.440002,9602000
20-05-2022,Friday,May,Q2,2022,185.869995,190.190002,179.770004,186.350006,186.350006,10429400
19-05-2022,Thursday,May,Q2,2022,178.050003,186.300003,175.710007,183.479996,183.479996,10448500
18-05-2022,Wednesday,May,Q2,2022,186.720001,187.699997,176.270004,177.190002,177.190002,9665600
17-05-2022,Tuesday,May,Q2,2022,189.169998,191.399994,185.169998,190.559998,190.559998,9876700
16-05-2022,Monday,May,Q2,2022,193.300003,195.889999,185.699997,186.509995,186.509995,16145000
13-05-2022,Friday,May,Q2,2022,177.160004,187.770004,176.009995,187.639999,187.639999,13136300
12-05-2022,Thursday,May,Q2,2022,163.960007,177.580002,162.710007,174.309998,174.309998,17662100
11-05-2022,Wednesday,May,Q2,2022,176.089996,180.919998,165.550003,166.369995,166.369995,12665500
10-05-2022,Tuesday,May,Q2,2022,176.009995,181.869995,170.570007,177.660004,177.660004,13883900
09-05-2022,Monday,May,Q2,2022,177.660004,183.199997,172.300003,173.100006,173.100006,14031300
06-05-2022,Friday,May,Q2,2022,186.75,187.210007,175.809998,180.970001,180.970001,17185500
05-05-2022,Thursday,May,Q2,2022,200.449997,200.710007,186,188.320007,188.320007,13971300
04-05-2022,Wednesday,May,Q2,2022,197.649994,204.380005,191.009995,204.009995,204.009995,12218800
03-05-2022,Tuesday,May,Q2,2022,198.289993,203.199997,194.770004,199.869995,199.869995,11839400
02-05-2022,Monday,May,Q2,2022,191.710007,200.210007,190.009995,199.460007,199.460007,14591600
29-04-2022,Friday,April,Q2,2022,198.679993,204.710007,190,190.360001,190.360001,16391900
28-04-2022,Thursday,April,Q2,2022,191.559998,201.479996,185.600006,199.520004,199.520004,21363200
27-04-2022,Wednesday,April,Q2,2022,194.009995,200.190002,187.770004,188.539993,188.539993,22298400
26-04-2022,Tuesday,April,Q2,2022,208.800003,209.149994,198.279999,198.399994,198.399994,20318100
25-04-2022,Monday,April,Q2,2022,213.809998,216.660004,204.509995,209.910004,209.910004,28152000
22-04-2022,Friday,April,Q2,2022,220.179993,226.270004,210.050003,215.520004,215.520004,37515100
21-04-2022,Thursday,April,Q2,2022,220,227.679993,211.520004,218.220001,218.220001,53501600
20-04-2022,Wednesday,April,Q2,2022,245.199997,248.699997,212.509995,226.190002,226.190002,133387500
19-04-2022,Tuesday,April,Q2,2022,333.220001,351.679993,333.220001,348.609985,348.609985,20906900
18-04-2022,Monday,April,Q2,2022,340,342.359985,331.619995,337.859985,337.859985,5105000
14-04-2022,Thursday,April,Q2,2022,350.950012,352,339.859985,341.130005,341.130005,4343800
13-04-2022,Wednesday,April,Q2,2022,343.920013,352,341.160004,350.429993,350.429993,3231000
12-04-2022,Tuesday,April,Q2,2022,355.910004,359.410004,342.25,344.100006,344.100006,3824300
11-04-2022,Monday,April,Q2,2022,350,354.779999,345.200012,348,348,3777100
08-04-2022,Friday,April,Q2,2022,361.959991,362.5,354.869995,355.880005,355.880005,4025200
07-04-2022,Thursday,April,Q2,2022,365,368.540009,353.690002,362.149994,362.149994,4948900
06-04-2022,Wednesday,April,Q2,2022,374.149994,376.470001,362.730011,368.350006,368.350006,4354900
05-04-2022,Tuesday,April,Q2,2022,389.299988,390,377.309998,380.149994,380.149994,4234500
04-04-2022,Monday,April,Q2,2022,373.549988,396.019989,373.130005,391.5,391.5,7001800
01-04-2022,Friday,April,Q2,2022,376.799988,380.869995,368.5,373.470001,373.470001,4644200
31-03-2022,Thursday,March,Q1,2022,383.589996,384,373.609985,374.589996,374.589996,4134700
30-03-2022,Wednesday,March,Q1,2022,389.549988,392.700012,378.630005,381.470001,381.470001,4023300
29-03-2022,Tuesday,March,Q1,2022,384.390015,396.5,380.329987,391.820007,391.820007,5880700
28-03-2022,Monday,March,Q1,2022,375.230011,380.279999,366.730011,378.51001,378.51001,4323400
25-03-2022,Friday,March,Q1,2022,377.070007,377.640015,366.429993,373.850006,373.850006,3574500
24-03-2022,Thursday,March,Q1,2022,379.76001,379.76001,368.899994,375.709991,375.709991,3888500
23-03-2022,Wednesday,March,Q1,2022,379.769989,382.459991,374.48999,374.48999,374.48999,3729000
22-03-2022,Tuesday,March,Q1,2022,371.140015,386.660004,366.76001,382.920013,382.920013,4242800
21-03-2022,Monday,March,Q1,2022,378.019989,381.820007,368.940002,374.589996,374.589996,4866500
18-03-2022,Friday,March,Q1,2022,372,381.799988,368.470001,380.600006,380.600006,8324800
17-03-2022,Thursday,March,Q1,2022,359.700012,373.309998,354.880005,371.399994,371.399994,5818300
16-03-2022,Wednesday,March,Q1,2022,348.200012,359.98999,343.059998,357.529999,357.529999,6982500
15-03-2022,Tuesday,March,Q1,2022,335.100006,345.359985,332.359985,343.75,343.75,5460600
14-03-2022,Monday,March,Q1,2022,338.720001,341.320007,329.820007,331.01001,331.01001,5907800
11-03-2022,Friday,March,Q1,2022,361.190002,363.359985,340,340.320007,340.320007,4819900
10-03-2022,Thursday,March,Q1,2022,356.200012,367.019989,353.299988,356.769989,356.769989,4807800
09-03-2022,Wednesday,March,Q1,2022,357.690002,364.140015,350.51001,358.790009,358.790009,6520200
08-03-2022,Tuesday,March,Q1,2022,349.799988,358.859985,340.670013,341.76001,341.76001,6428700
07-03-2022,Monday,March,Q1,2022,360.410004,362,350.200012,350.26001,350.26001,5708400
04-03-2022,Friday,March,Q1,2022,368,374.820007,357.170013,361.730011,361.730011,5325500
03-03-2022,Thursday,March,Q1,2022,386,386.119995,364.649994,368.070007,368.070007,6076800
02-03-2022,Wednesday,March,Q1,2022,388.929993,389.220001,375.209991,380.029999,380.029999,5356800
01-03-2022,Tuesday,March,Q1,2022,391.600006,395,383.709991,386.23999,386.23999,3290400
28-02-2022,Monday,February,Q1,2022,387.329987,397.75,382.130005,394.519989,394.519989,5035000
25-02-2022,Friday,February,Q1,2022,386.609985,391.290009,375.579987,390.799988,390.799988,4841600
24-02-2022,Thursday,February,Q1,2022,355.089996,390.730011,354.720001,390.029999,390.029999,7068700
23-02-2022,Wednesday,February,Q1,2022,382.720001,386,366.660004,367.459991,367.459991,4614300
22-02-2022,Tuesday,February,Q1,2022,388.950012,392.420013,373.019989,377.380005,377.380005,6697500
18-02-2022,Friday,February,Q1,2022,392.529999,402.869995,389.049988,391.290009,391.290009,6801700
17-02-2022,Thursday,February,Q1,2022,394.23999,399.109985,385.700012,386.670013,386.670013,4669200
16-02-2022,Wednesday,February,Q1,2022,401.529999,401.559998,390.380005,398.079987,398.079987,5277700
15-02-2022,Tuesday,February,Q1,2022,403.790009,409.160004,401.01001,407.459991,407.459991,5392300
14-02-2022,Monday,February,Q1,2022,387.589996,409.359985,386.890015,396.570007,396.570007,7202200
11-02-2022,Friday,February,Q1,2022,405.329987,411.609985,387.649994,391.309998,391.309998,7558900
10-02-2022,Thursday,February,Q1,2022,402.100006,408,396.359985,406.269989,406.269989,8452900
09-02-2022,Wednesday,February,Q1,2022,408.649994,412.980011,398.790009,412.890015,412.890015,7738200
08-02-2022,Tuesday,February,Q1,2022,398.179993,406.609985,395.829987,403.529999,403.529999,6818500
07-02-2022,Monday,February,Q1,2022,410.170013,412.350006,393.549988,402.100006,402.100006,8232900
04-02-2022,Friday,February,Q1,2022,407.309998,412.769989,396.640015,410.170013,410.170013,7789800
